Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
-22.993,-41.754,0.195,35.462,16.839,-89.445,0.807,-35.694,19464.500,11214612.480
18.948,67.788,1.279,30.840,27.294,35.483,1.459,-47.928,19812.700,10672093.184
-8.907,53.484,1.527,10.080,80.185,-75.217,0.690,-41.270,-13949.400,6580785.664
-55.446,4.461,0.767,-35.249,-21.768,19.147,1.231,-33.908,-16143.200,9964740.608
-5.479,-73.864,1.936,-8.896,60.359,-9.094,1.208,57.017,14780.100,6341785.088
162.729,-52.200,1.758,84.085,-122.527,-79.460,1.388,-80.899,23135.100,2346070.528
-191.207,28.070,1.085,78.025,-75.520,-0.735,0.918,83.326,22801.000,2911260.672
22.899,86.856,1.693,49.125,97.231,4.086,1.500,78.256,21893.400,7838753.792
-7.083,-20.834,1.676,2.668,-31.419,-12.977,0.174,81.842,14098.500,2182929.664
-14.549,73.412,1.177,6.029,24.721,-49.382,0.896,1.212,10492.000,2341662.720
38.309,-36.393,1.843,60.725,-51.727,-32.751,1.826,-74.380,22927.300,7048798.720
26.918,-16.609,0.991,-26.089,21.748,-31.791,0.994,-13.509,-16941.800,5216571.392
-113.959,-36.165,0.681,50.668,-44.724,-50.514,0.725,20.829,24655.800,7934633.984
-35.272,-43.759,0.235,-18.884,20.723,-52.458,0.789,-36.404,-15250.900,9250937.856
17.664,35.025,1.160,-20.457,12.441,-64.031,1.859,40.354,17607.100,8969240.576
181.342,-9.549,0.142,72.036,72.364,-74.767,0.353,-73.064,24235.900,5188744.192
-8.143,42.685,1.923,29.754,-12.867,-50.809,1.378,-21.463,18250.900,8214255.104
-38.715,74.094,1.450,53.921,-41.685,-6.284,0.599,74.292,20778.400,7709854.720
-6.894,-79.991,0.843,-76.190,-112.889,-43.364,0.998,-86.113,-22481.300,2867485.952
55.965,-62.938,0.175,-48.072,49.511,55.678,1.276,-54.508,-19434.100,11840087.040
-10.467,40.464,0.377,-80.769,38.513,-2.199,1.090,88.706,-22124.100,2139609.856
192.881,-75.382,0.565,58.988,-64.842,-20.975,1.164,-56.898,26580.300,9214797.824
13.597,-13.302,1.325,-19.961,38.254,-59.513,1.156,48.273,17402.400,8672035.840
31.552,62.053,0.311,50.257,-17.120,46.288,1.282,28.035,25403.700,10654346.240
11.142,30.119,1.840,84.339,102.436,-86.573,0.362,-26.052,32195.200,2855976.448
-79.117,-77.085,0.183,-53.852,-82.435,59.748,0.177,67.746,-22478.300,9158149.120
-45.218,-12.206,1.616,70.729,-90.462,-48.050,0.104,16.773,33509.200,4794457.600
-11.786,60.527,1.412,-19.125,54.333,82.002,0.096,-78.769,-17048.000,4124249.344
107.711,-56.456,0.789,-69.382,167.109,21.828,0.630,76.593,-23563.300,5479473.152
36.226,5.280,0.783,16.786,-6.716,47.254,0.434,-79.313,-15850.100,3321241.856
50.669,67.242,0.436,11.526,-178.656,-29.263,1.818,-88.245,-13932.900,1812450.944
61.045,49.942,0.847,43.886,18.878,-34.851,1.030,-4.727,19769.800,6815490.048
-9.031,-29.697,0.958,-31.220,195.445,84.044,0.418,87.847,-20134.800,5914578.432
5.705,26.464,1.992,17.045,186.649,80.453,0.171,-45.708,-16478.800,8768934.912
-26.726,-45.828,1.233,39.986,14.764,-60.127,1.286,21.515,24164.500,9274541.056
-93.113,-67.493,0.336,-6.985,109.165,87.183,1.972,-85.096,-17477.600,3858046.464
51.240,37.024,0.399,-62.047,56.444,38.696,0.640,-20.174,-31086.300,8513332.736
10.369,-82.821,1.432,12.616,71.916,44.066,1.078,-56.771,-16128.400,7211206.144
187.339,-47.331,0.706,68.431,-7.675,72.870,1.985,29.217,33180.300,8189113.344
-28.723,-31.886,0.864,13.918,18.175,-69.825,1.095,14.959,13712.600,4713427.968
-17.895,-17.746,1.321,-72.253,-9.896,-62.107,1.578,21.299,-34936.100,5597273.088
14.087,15.096,1.509,-32.542,100.237,-44.426,0.545,-34.344,-18089.700,8740356.096
-121.582,-85.056,0.720,-54.447,24.059,-63.909,1.181,56.048,-24797.500,10429609.984
-18.902,-26.286,1.145,22.218,32.695,61.644,0.866,-41.446,18829.100,9108759.552
-88.695,31.245,1.299,-64.904,-73.769,-17.913,1.177,59.477,-24966.400,9250584.576
-63.145,10.192,1.737,-66.482,6.646,-44.285,1.744,6.617,-32779.500,5189080.064
161.772,-4.051,0.166,-28.788,-121.612,36.400,1.249,85.638,-17767.500,3784866.560
29.991,-19.129,1.342,-45.885,-45.084,66.980,1.139,-48.930,-21466.300,11907022.848
-93.533,-83.575,0.243,4.791,24.610,34.412,0.930,12.820,-10365.200,2467679.232
-51.446,78.811,0.126,-62.077,54.947,86.198,0.557,-17.188,-31540.800,8492591.616
13.804,51.726,0.013,62.241,108.739,31.726,0.706,89.249,22433.800,5359055.872
-10.856,-54.356,1.786,34.623,119.449,9.627,1.097,-77.985,21618.200,7250116.096
82.070,-39.904,0.540,23.385,21.691,83.536,0.957,-1.918,16141.700,4601712.640
-86.727,53.032,0.398,7.582,-138.625,46.552,0.390,-14.432,13298.100,4283780.352
-13.520,55.091,1.288,-74.759,59.265,63.216,0.603,-17.838,-34341.300,6067560.960
-88.394,56.267,0.449,-0.219,-94.738,77.101,0.882,55.852,15481.600,6723045.888
-20.804,54.504,1.192,66.711,11.007,-15.010,0.060,-83.989,22867.500,4752430.592
-45.955,18.265,0.505,50.961,-14.600,-60.437,1.585,-35.867,25782.700,11696812.032
120.096,-77.184,0.029,-83.472,72.811,-79.675,0.637,-32.751,-34614.900,4432689.152
-5.809,47.370,1.859,-5.357,148.915,-85.778,0.576,-72.806,-14865.200,4004392.192
168.207,-75.925,0.521,-72.012,5.555,-43.594,1.895,-3.683,-32204.000,4229337.344
-77.182,55.532,0.739,-53.106,-157.246,41.002,0.509,-46.512,-20914.700,10540977.152
25.633,-29.743,0.592,-45.112,149.978,-35.234,1.152,-74.668,-21095.400,8930018.304
26.654,-51.778,0.876,-8.421,-4.074,-67.463,0.168,-68.219,-15607.100,4973960.704
65.931,17.918,0.005,18.867,-10.262,62.456,1.688,-28.207,15974.500,7187837.440
-32.307,-42.352,0.878,-23.509,68.560,31.852,0.658,32.706,-14687.700,6193738.240
84.083,-78.105,1.454,66.455,77.523,0.109,0.164,0.725,30266.200,4398171.136
21.043,15.573,1.023,15.742,70.134,27.113,0.573,-20.446,-13968.600,6035686.912
123.769,-62.810,0.123,-83.685,54.605,54.096,0.963,46.574,-33693.500,6837241.856
-77.974,13.361,0.662,38.072,-43.547,4.489,0.684,-8.210,25066.000,7135072.768
95.808,65.169,1.137,80.770,10.151,-58.714,1.534,19.615,34841.600,4421828.608
25.400,-67.912,0.914,-12.638,-14.040,-16.888,1.188,0.542,-11230.600,2681330.176
-6.088,30.785,0.417,-84.071,-26.800,-58.710,1.995,57.602,28993.200,6246353.408
-2.857,6.801,1.398,46.589,109.702,41.734,1.365,68.805,20371.900,9986416.640
11.662,76.438,1.403,18.156,-68.772,-55.312,0.000,-59.440,-18024.900,7471995.392
-75.765,-80.988,1.985,71.009,90.748,-84.536,1.332,65.805,22974.900,6559593.984
-10.160,-9.977,1.885,-35.063,3.962,-36.646,1.983,-8.397,-20300.200,6815732.224
-19.434,88.170,1.370,-36.156,148.155,-60.110,0.282,-82.988,-21252.200,6415575.552
7.472,80.823,1.690,-41.649,-58.744,-78.353,1.974,67.854,-21551.200,9893352.448
-12.030,39.215,0.665,-73.486,-48.526,-36.980,1.496,-58.863,-25148.500,7292135.936
-49.625,77.314,0.162,-21.177,-28.414,-66.734,0.853,49.374,17278.300,9258445.824
-126.604,-76.325,0.761,-67.397,-10.981,-19.620,1.667,-29.595,-33411.000,8138679.296
-8.385,0.972,1.560,-7.885,-121.118,84.236,1.154,-78.653,-15055.000,2943686.656
-12.113,53.979,1.279,-0.379,-95.998,-68.166,0.458,-6.527,-11946.400,3821132.544
-37.049,9.366,0.953,35.032,-66.970,-86.872,0.354,44.868,20075.300,11423794.176
-15.250,45.209,1.390,29.489,62.334,-63.778,1.387,-85.366,19944.200,5625437.184
54.905,-2.734,1.032,-60.584,-14.087,84.469,1.924,43.855,-28500.400,11040647.168
-139.050,29.434,0.313,-6.662,23.143,-20.792,0.936,7.331,-10701.400,2587141.632
-34.610,-38.405,0.932,-31.067,140.549,14.046,1.229,72.553,-19690.300,6984576.512
14.572,54.785,1.355,-25.947,12.118,-61.979,1.321,11.697,-15909.200,5853175.296
120.935,-65.053,1.124,-89.368,-23.420,-23.335,0.457,39.300,35892.900,6798000.640
13.956,-63.326,1.206,-7.183,87.300,36.043,1.931,77.291,15755.100,3081954.304
159.055,41.478,0.516,69.265,27.783,26.121,0.101,22.600,33257.300,7516624.384
-29.533,-18.776,0.825,-5.769,165.129,76.638,1.412,-81.630,-14573.500,2477202.688
5.354,0.567,1.943,-6.503,17.432,-39.356,1.127,15.865,-11421.000,3281143.552
-135.600,-70.821,0.374,-87.827,192.310,-6.589,0.262,-27.017,-30110.200,2323261.696
7.856,-8.107,1.929,28.953,156.995,52.016,0.511,46.672,17089.100,9170646.016
-114.381,80.516,0.812,57.141,169.366,-17.351,0.563,58.500,23077.100,9469371.392
-37.983,75.829,0.114,-61.109,50.524,-54.045,0.029,-69.638,-21465.900,7954086.912
122.607,-78.858,0.461,35.242,-73.066,88.278,0.065,-39.718,23784.700,12403709.952
-41.007,-33.134,0.797,25.896,154.971,83.216,0.259,34.511,17174.700,8176167.424
60.337,69.045,0.511,-9.788,59.507,17.716,1.544,63.066,18711.300,7246134.272
18.862,53.388,1.166,23.689,-21.701,-2.029,1.070,-52.438,-18157.900,9564182.528
-85.305,58.631,1.019,58.154,-86.059,41.938,0.487,-9.372,31158.000,6453660.672
-136.090,17.753,0.445,-31.488,157.112,65.266,0.534,-65.335,-17857.000,6599843.840
83.141,79.990,0.509,69.019,39.026,55.850,0.818,26.147,33550.400,7030199.808
-10.459,-59.740,1.631,26.223,-8.651,24.426,1.626,17.051,16600.800,6520761.856
-55.297,-62.671,0.304,-26.237,-73.392,49.731,1.975,70.345,-21141.700,8448287.744
-117.084,88.527,1.589,72.276,20.819,0.734,1.075,-21.279,32608.500,5195822.080
-31.495,-13.563,0.186,87.845,-43.238,-3.413,0.711,-15.705,29528.500,2353774.592
-48.896,49.547,0.848,43.578,-14.416,-42.740,1.562,-44.409,23529.500,12260788.224
-164.600,-73.246,0.920,-79.481,8.711,71.743,1.728,-24.459,-35563.800,5483753.984
-70.777,25.470,0.372,47.846,68.858,82.613,1.608,69.781,20704.400,9729751.040
-113.978,71.013,0.457,-24.062,9.898,84.643,1.660,26.538,13016.000,5505459.712
-112.187,-9.709,1.182,-66.414,-141.314,-8.413,1.098,69.421,-23229.000,7636045.312
-43.815,-15.733,1.716,-68.527,-35.301,-15.900,0.757,-7.055,-33010.400,4847485.440
8.201,-78.320,1.629,14.259,-11.992,-64.479,1.448,22.989,13411.200,5545899.008
5.139,-64.844,1.974,-4.541,-27.790,-57.721,1.891,-55.739,-14348.600,6413146.624
1.362,-19.994,1.932,78.535,40.360,0.594,1.269,50.910,28966.200,7381466.624
-38.786,-45.306,1.035,-41.232,-6.387,-24.101,0.025,-26.214,-19612.300,10057323.520
55.900,-9.462,1.776,65.293,-13.678,-9.980,0.942,69.437,22109.700,7322974.208
9.232,-30.048,0.776,13.142,34.045,52.658,0.906,48.886,14026.000,7973337.600
53.711,1.228,0.610,4.242,8.691,-43.234,1.532,-7.936,-11165.500,2818717.184
-24.836,44.725,0.897,4.500,-59.550,-84.733,0.878,44.761,13840.700,6940949.504
6.405,59.034,0.815,-83.600,19.456,-45.785,1.206,28.483,-36908.500,5556162.560
-172.887,-31.596,1.025,-85.924,-68.159,62.827,0.375,-12.573,-28756.400,2011211.264
142.898,74.418,1.286,-86.107,-9.678,66.748,1.437,4.296,-28859.600,1980213.760
-16.557,-69.996,1.113,72.879,-20.154,-43.863,1.413,-39.365,33182.400,8528598.016
-27.020,81.990,1.547,-67.821,-11.471,-88.867,1.819,-46.252,-27400.100,9911760.896
-105.858,10.626,1.229,-66.285,46.553,71.428,1.425,-88.932,-21715.100,4320928.768
27.737,86.686,0.846,0.788,21.945,36.015,1.620,47.379,14355.900,7372801.024
30.274,15.952,0.045,71.344,-21.664,66.764,1.892,-51.904,28274.200,8722557.952
24.711,50.576,1.637,49.445,-153.292,-25.191,1.117,-75.980,23190.100,8215303.168
45.788,-72.849,1.658,-62.266,44.083,14.365,0.168,-2.877,-31739.600,5428942.336
158.678,-79.168,0.534,-53.819,-10.387,-2.849,1.856,-35.157,-18639.100,11350212.608
53.384,-45.433,1.986,66.467,32.217,21.570,1.652,54.898,23797.400,9420576.768
-190.354,-88.288,0.271,15.735,7.805,-34.084,1.712,-17.246,-11671.000,3675366.912
81.146,70.195,0.663,-39.510,157.129,-73.231,0.016,22.207,-27916.000,9621600.256
-84.138,-28.073,0.484,54.591,61.479,-66.611,0.534,35.405,22089.200,11958323.200
-94.624,-23.460,1.375,-84.419,59.157,58.652,0.683,60.250,28748.800,6226936.832
-89.959,71.968,0.522,-31.348,88.390,39.117,0.614,-43.851,-15002.600,8784547.840
-99.072,80.677,0.552,-83.215,-20.606,43.161,1.724,-48.166,-30885.900,7252611.072
12.471,39.626,1.968,-42.641,33.608,-55.329,0.981,-33.550,-20746.600,11170275.328
98.985,-89.615,1.994,-73.695,6.150,43.995,1.935,17.899,-34639.400,5353208.832
-110.656,-49.132,0.699,51.992,141.759,31.373,0.153,76.210,21396.100,7236362.752
-173.679,24.232,0.025,-15.981,6.347,-86.297,1.770,-2.402,-12937.200,3576525.568
66.803,43.303,1.177,58.098,57.546,84.886,0.889,68.761,20854.200,8331171.328
14.431,66.961,1.201,10.384,9.229,-11.268,1.948,33.404,13498.200,6800640.000
-175.149,44.177,0.869,67.037,-17.734,-71.858,1.526,-39.765,32779.600,9481991.168
145.423,68.328,0.228,48.727,-14.110,51.822,1.465,30.603,23259.600,11332451.328
15.496,-46.999,0.575,18.419,34.745,-55.825,0.835,-43.294,-17069.000,9091896.320
174.199,-18.899,0.064,-34.761,-29.162,8.778,0.317,42.917,-18834.500,11391713.280
-0.167,-84.791,0.276,80.705,36.624,-24.041,1.905,-61.023,27678.000,5996724.224
19.787,72.862,1.011,6.750,126.820,40.537,1.926,87.505,14289.300,2053014.784
-39.575,6.739,0.718,8.593,24.884,-19.929,0.900,6.293,12334.900,3310053.888
-5.508,-38.338,1.898,-0.855,80.969,-2.666,0.085,-14.649,-10572.700,2508263.680
-107.447,-87.199,0.052,-55.731,-105.721,7.886,0.385,36.889,-27826.600,10710175.744
-6.758,-25.456,1.761,-11.126,112.364,28.253,0.679,-89.354,-15111.300,2286899.968
-57.027,31.040,0.199,-14.707,-39.769,56.708,0.864,31.170,15681.500,7120107.008
-11.131,88.570,1.344,-5.654,16.589,64.270,0.607,57.521,15128.900,6520990.720
-150.042,-81.123,0.939,-68.947,17.725,-43.730,1.078,9.483,-32968.000,5034669.056
-152.398,41.229,1.086,-79.051,179.708,54.209,0.528,52.184,-34140.800,6701405.696
88.070,4.794,0.192,19.591,-86.826,84.261,0.487,10.503,16004.100,7566097.920
-40.970,27.210,0.722,13.633,-179.642,79.236,0.133,-18.104,15144.100,4879371.264
9.467,-79.853,1.506,13.032,-60.476,-16.916,1.685,-86.780,15980.200,2829475.584
-63.832,55.710,0.629,-28.564,-197.674,-70.345,1.987,-86.306,-16450.300,3625132.800
-142.624,88.778,1.590,89.553,154.569,14.888,0.048,78.289,23243.500,2430088.192
-155.294,-13.475,0.390,63.621,6.202,46.768,1.916,17.356,31823.800,7345821.696
96.210,-6.403,0.925,57.577,-5.650,56.095,1.907,-8.550,25797.900,6406264.832
6.553,-14.703,1.888,-19.011,-16.435,-88.462,1.099,1.937,-13505.200,3854744.832
-18.405,76.768,1.340,33.342,-22.638,76.688,0.055,-64.475,20588.500,9519591.424
-6.851,-50.794,1.787,14.747,22.380,-53.896,1.826,51.968,14865.300,7914672.640
7.579,35.435,0.177,28.577,-116.410,18.391,0.041,71.588,18628.100,7582470.656
42.907,-40.648,1.867,62.831,-108.690,-29.069,0.464,-22.841,30347.200,8957206.528
-7.773,-47.414,1.614,-6.692,-193.103,-75.859,0.116,72.584,15583.100,3921632.256
-22.684,-78.145,1.268,-36.599,-85.863,-18.943,1.190,89.404,-20435.900,6433600.512
-22.373,-81.912,1.652,-47.926,11.613,81.637,0.192,-59.770,-19289.900,11038863.360
-121.387,33.502,0.437,-22.730,69.689,23.460,1.457,-77.914,-15839.200,3732658.688
62.981,46.136,0.562,-3.110,-89.580,74.161,1.116,-80.683,-15915.700,3203509.248
-58.398,-89.145,1.165,60.288,-5.628,-21.378,1.880,2.677,31772.800,5818430.976
5.453,0.747,1.908,1.419,-104.553,20.439,0.206,-47.021,-14036.900,7097178.112
108.700,70.958,0.952,60.691,-17.227,41.784,1.575,40.549,23787.700,10823741.440
19.321,1.881,1.361,-36.161,-48.004,-7.483,0.814,-34.245,-19882.400,10003929.088
-31.618,-74.641,1.288,83.966,-70.484,-85.680,0.428,-41.335,-32599.200,7342730.752
-5.894,0.028,0.168,40.764,-40.983,-5.345,1.470,-55.497,20811.800,11650386.944
38.634,27.983,1.107,43.872,-16.101,-32.367,1.500,-36.312,20447.100,11578618.880
-14.359,26.439,0.265,-61.648,9.620,68.834,0.509,-63.111,-21465.700,9018778.624
-17.635,-61.284,1.188,22.892,-24.498,86.234,0.437,74.280,18037.700,5373395.456
-81.682,82.718,0.474,41.089,51.597,-0.227,0.638,12.504,27548.100,7986468.864
-16.582,-34.794,1.236,47.730,2.760,25.256,0.302,-27.067,26951.000,10694812.672
-36.906,-36.370,1.550,-55.431,-15.250,-36.590,0.715,73.646,-22471.000,7781700.096
38.422,53.405,1.303,-50.810,-9.819,35.159,1.734,-29.258,-24632.300,10351872.000
-28.012,34.883,1.252,41.747,-9.130,4.602,1.830,30.034,21680.200,10856863.744
13.368,24.664,1.958,-54.605,114.120,41.008,0.734,53.694,-24619.600,11407618.048
130.444,-64.841,1.526,77.713,-11.277,78.423,1.326,1.286,30722.100,2711537.152
57.581,40.311,0.827,-40.898,-27.632,-11.240,0.853,-5.780,-27139.300,7106347.520
-64.927,69.333,1.771,-67.031,-27.462,-26.378,0.324,-8.090,-32891.500,5429853.696
61.887,-56.437,0.225,-25.789,-199.653,-32.033,1.941,-79.758,-17401.200,5008967.680
-191.506,23.289,0.022,-9.822,-55.631,77.799,0.747,33.779,14617.400,6915236.352
16.605,68.121,1.606,-40.480,140.349,-78.882,1.068,79.863,-21605.000,7586867.200
67.725,13.788,0.655,-31.827,-32.451,88.972,1.589,-53.596,-19237.600,10970143.744
126.985,9.787,0.995,73.945,-98.884,37.511,0.739,75.930,22251.100,4418203.648
-172.504,-0.717,0.364,-72.818,-36.798,-68.931,1.006,38.334,-33089.400,7874113.536
-187.917,-8.473,0.073,-29.744,-55.783,57.075,1.314,85.634,-21296.800,6583777.792
-67.343,-24.264,0.860,-47.036,10.399,-81.178,1.385,-3.707,-21783.500,6639901.184
79.288,50.652,1.916,-70.974,27.352,31.949,0.992,-26.478,-32273.500,6962317.312
-185.118,77.963,0.240,-26.316,93.920,-29.708,0.540,39.847,15742.800,7753136.640
120.527,-5.300,0.455,-85.663,-69.363,-42.194,1.182,58.696,28613.700,6020881.408
-64.098,-54.924,0.752,39.139,37.934,-62.949,1.060,42.406,18893.300,10977967.104
38.134,87.817,0.737,75.650,91.446,-31.101,1.237,-70.384,24892.200,5445265.408
-79.501,-72.132,0.590,67.862,-23.163,60.843,1.962,-54.801,25474.700,9426468.864
-8.195,-57.343,1.557,-1.976,59.606,-73.111,1.103,-69.848,-15098.100,4136005.376
54.007,-75.860,1.353,-57.981,52.984,-27.666,0.952,88.944,-23652.300,6126488.576
150.701,-40.868,1.215,-71.203,50.540,85.690,1.793,-63.909,-24860.400,7720050.688
-111.009,-67.038,0.374,56.003,-51.368,-83.309,0.063,-20.422,27206.100,9431629.824
-40.955,62.313,0.840,30.137,142.960,48.250,1.519,80.581,20609.500,6174777.856
-6.421,-39.620,0.461,64.490,-3.298,-8.995,1.175,-10.436,33196.400,5708804.096
110.879,-76.209,1.002,70.320,28.092,9.234,1.356,45.653,27474.800,9228957.696
9.259,65.101,1.520,-12.908,-33.631,35.145,1.271,47.042,15281.000,8099991.552
-68.302,29.198,0.397,-79.863,26.985,13.096,0.922,18.390,-33214.400,3745826.816
98.474,11.856,0.639,53.986,75.320,4.041,1.143,-88.075,22027.100,6575477.248
27.654,-85.729,0.008,84.719,-62.880,50.751,0.196,88.412,21706.800,1772062.976
42.553,-28.785,0.685,4.071,-35.975,30.658,1.706,-57.262,-15286.100,6921702.400
58.559,39.344,0.315,-62.698,-23.921,-39.356,0.934,-11.063,-32678.800,6048174.592
-31.257,-83.224,1.062,36.007,-26.208,39.964,0.957,-21.224,21086.500,8218013.696
-5.941,-71.280,1.827,0.411,33.365,-83.827,1.087,39.327,13204.100,6563600.384
-77.020,-8.092,0.421,-45.466,87.326,80.942,1.403,-78.725,-21551.100,7754423.808
-198.489,-68.946,0.059,-69.754,-10.929,-49.636,0.184,34.547,-33949.700,8630858.752
20.130,14.537,1.279,69.463,-2.298,17.351,1.157,-61.951,24734.500,7790957.056
149.655,-84.299,0.162,-15.341,46.425,7.568,1.432,56.878,15212.700,6560718.848
-99.923,-86.916,0.790,53.242,-117.774,-89.388,1.229,70.904,20359.000,8794847.232
-63.534,60.306,0.674,31.369,-10.622,23.199,1.415,-12.412,23786.900,7299740.160
21.860,-33.699,0.781,72.491,19.749,-87.779,1.558,49.002,27695.300,8695181.312
32.147,-56.120,1.902,59.024,32.087,71.835,1.362,-48.677,25083.800,11020124.160
-144.676,58.355,1.081,81.744,108.996,-1.339,0.471,24.959,33512.400,4226798.336
30.136,-48.246,1.117,38.021,178.971,19.456,1.376,77.423,19165.600,7578791.424
-72.267,59.458,0.622,-30.633,64.475,70.167,0.561,8.122,-12757.800,4097328.640
12.684,-42.015,1.377,-20.151,-119.878,-21.914,1.533,-81.985,-17226.100,3791581.440
-39.796,21.885,1.140,-46.394,-40.801,-25.972,1.738,-82.979,-20714.300,7050827.264
15.139,-20.524,1.329,25.564,168.419,80.226,0.444,49.400,15442.300,9518732.288
-2.001,56.933,0.151,17.705,-152.016,-45.299,0.758,-81.222,18023.400,3962553.600
-7.838,19.785,1.597,-4.109,50.772,-56.502,0.690,22.538,12053.300,3792036.608
95.636,-64.299,1.148,-85.875,-48.815,-14.750,0.911,81.715,-22931.200,2135213.056
-15.964,46.528,1.408,32.191,41.329,-59.942,1.743,-78.811,20837.800,6793768.960
-16.933,-30.542,1.464,35.410,38.317,-68.145,0.972,37.586,19009.600,10672684.032
-23.758,-43.997,1.046,24.963,-13.445,49.733,0.647,84.408,18827.800,4455412.224
29.339,-37.036,0.854,-13.470,8.020,-23.274,1.860,27.082,-15187.400,6316882.432
169.991,61.141,0.441,80.901,-11.816,-35.841,1.334,11.309,31865.600,2794453.760
50.993,64.163,0.399,56.748,-30.762,34.429,0.851,-16.733,30144.400,7817755.136
94.025,79.476,1.853,87.457,-21.507,-52.282,1.200,-31.316,-37368.100,5746331.136
-182.226,-15.893,1.944,83.051,-21.904,29.492,1.078,-23.966,35645.100,4646571.520
17.480,-77.874,1.262,27.663,12.129,-79.712,1.283,4.060,15683.100,5445616.128
-12.907,-1.646,1.454,26.230,132.671,50.353,1.044,66.244,17043.200,7643739.136
6.209,53.724,1.843,11.646,-44.056,45.115,0.075,-41.941,-14869.700,7941808.640
-10.644,5.729,1.512,-21.421,74.017,-62.196,0.791,65.847,19122.200,7013072.384
12.837,61.201,1.480,-27.699,92.922,-60.617,0.334,11.034,-17617.400,8275201.024
-30.263,-31.705,1.861,-56.717,-156.373,83.405,1.025,-72.288,-21341.500,8215319.552
46.972,63.966,1.694,61.897,105.758,63.057,0.233,8.661,31981.800,5866529.280
-44.060,-68.370,1.947,-81.307,-33.005,-15.576,0.775,-0.223,-31105.200,2607969.536
-49.991,-70.435,1.047,47.827,-61.419,86.860,1.164,55.923,21574.100,11133448.192
-18.235,-73.880,0.610,59.294,-129.478,27.240,0.030,-27.521,30756.000,9943445.504
-9.340,3.469,1.796,-29.037,1.531,12.083,0.500,-12.953,-17633.200,6368801.280
85.208,9.097,0.141,42.972,44.610,-19.051,1.292,52.898,19249.000,11881321.472
18.683,18.250,1.426,37.085,-30.815,5.338,0.988,47.879,18252.800,11795874.816
1.664,-85.817,1.064,5.625,11.921,-20.782,1.548,28.308,12602.100,5463226.368
-7.793,37.767,1.716,-18.047,-32.172,87.723,0.785,-0.915,-13316.000,3773569.024
21.730,-16.496,1.315,37.643,-8.142,-8.265,1.395,83.951,20322.900,6807948.288
-34.619,45.142,0.648,74.971,-5.514,16.552,0.297,60.663,24715.700,6994726.912
36.403,-51.609,0.829,-60.604,-169.314,-76.294,1.488,-77.096,-21666.200,6702183.936
53.162,29.953,1.129,52.212,-133.431,11.781,0.445,-50.801,21989.900,11408748.544
-37.968,-30.032,0.763,-65.891,-86.801,74.700,0.094,71.801,-23301.300,6675565.056
-57.198,66.749,0.955,-47.719,-109.924,44.569,1.300,-68.047,-19509.900,9505765.376
28.188,12.547,1.180,-71.787,-144.040,-61.581,0.874,-74.559,-22784.600,5121256.960
-3.313,86.216,0.346,65.146,-9.145,-47.290,1.594,-18.859,34025.100,6907687.424
-36.436,-59.318,0.333,-39.150,-109.123,53.820,0.808,81.120,-22279.600,7586814.464
-81.549,58.975,0.493,-2.277,131.344,63.773,0.036,-82.320,-16075.100,2795510.528
-137.833,75.544,0.084,-87.471,28.016,19.696,0.102,-67.184,-25299.500,4494213.120
-20.450,71.082,0.597,11.999,187.375,-82.404,0.163,-55.703,-16556.600,8136026.624
-8.405,-70.225,0.666,7.085,194.121,-78.684,0.339,-47.251,-13174.500,6118082.048
19.872,41.917,1.326,34.647,25.054,70.412,0.353,5.322,19679.800,6130398.720
-72.961,-13.283,0.290,21.813,-26.232,0.150,0.655,32.869,13825.800,7552099.328
7.556,-62.695,1.817,-22.010,43.907,22.085,1.605,-58.876,-16194.600,8353990.144
48.340,-22.985,1.221,-52.694,-8.535,72.472,1.539,6.505,-30571.800,6957104.640
48.283,51.544,0.773,30.711,137.298,-50.525,0.548,-72.836,-18784.900,6776908.288
17.309,12.711,1.979,85.373,61.130,-9.300,1.798,-66.627,-26658.500,4514583.552
-74.320,-27.407,1.443,87.977,-88.935,-43.412,0.348,-11.638,-36828.000,4299267.584
-22.138,49.728,1.019,-18.620,-150.979,-48.699,0.251,16.839,-11867.100,3238515.456
-69.014,52.576,1.875,70.221,-14.801,-46.944,1.565,-35.142,32790.200,8830541.824
-44.220,80.904,0.731,21.029,-10.229,-47.840,1.446,13.148,16030.400,4948230.656
-88.272,-49.965,0.242,65.794,-22.149,-44.814,1.034,20.484,32367.700,7126309.376
11.964,-82.530,1.294,-5.037,-6.338,-39.771,0.518,28.033,13223.500,5576745.472
5.839,33.958,1.845,2.421,34.092,-71.225,0.804,16.100,10952.700,2907265.792
113.178,-29.144,0.604,-74.665,-47.843,-65.526,0.565,32.239,-35902.100,6667607.040
111.859,7.719,0.903,-59.867,-111.312,-66.930,0.576,-42.266,-25667.800,10470784.000
177.766,25.649,0.429,-44.282,-45.455,89.953,1.972,-64.748,-20677.200,9564538.880
173.267,83.576,0.801,-75.576,18.179,-12.647,1.644,43.862,-32931.700,8185764.352
-20.691,17.102,0.983,4.343,100.013,-22.671,0.920,68.007,14870.900,4685578.240
-140.995,16.696,0.091,-86.515,-61.925,-45.815,0.629,58.327,28691.500,6189944.320
178.620,22.512,1.703,-77.418,-127.270,69.313,0.670,-52.924,-30955.100,7698783.232
